Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.26      4.96     0.02   686263     0.00     0.00  std::tuple_element<0ul, std::tuple<std::__future_base::_Result_base*, std::__future_base::_Result_base::_Deleter> >::type const& std::get<0ul, std::__future_base::_Result_base*, std::__future_base::_Result_base::_Deleter>(std::tuple<std::__future_base::_Result_base*, std::__future_base::_Result_base::_Deleter> const&)
  0.26      4.98     0.02   686256     0.00     0.00  std::__future_base::_State_baseV2::_M_break_promise(std::unique_ptr<std::__future_base::_Result_base, std::__future_base::_Result_base::_Deleter>)
  0.26      5.00     0.02   637856     0.00     0.00  Math::Matrix::operator+=(Math::Matrix const&)
  0.26      5.02     0.02   559632     0.00     0.00  std::vector<std::thread, std::allocator<std::thread> >::size() const
  0.26      5.04     0.02   559569     0.00     0.00  double* std::__uninitialized_default_n<double*, unsigned long>(double*, unsigned long)
  0.26      5.06     0.02   550754     0.00     0.00  void std::allocator_traits<std::allocator<std::packaged_task<void ()> > >::construct<std::packaged_task<void ()>, Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}>(std::allocator<std::packaged_task<void ()> >&, std::packaged_task<void ()>*, Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}&&)
  0.26      5.08     0.02   549150     0.00     0.00  std::future<decltype ({parm#1}())> Math::ThreadPool::enqueue<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}>(Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2})
  0.26      5.10     0.02   546333     0.00     0.00  std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}, std::allocator<int>, void ()>::_Impl::_Impl<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}>(Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}&&, std::allocator<int> const&)
  0.26      5.12     0.02   536772     0.00     0.00  void std::_Function_base::_Base_manager<Math::ThreadPool::enqueue<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}>(Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2})::{lambda()#1}>::_M_init_functor<Math::ThreadPool::enqueue<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}>(Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2})::{lambda()#1}>(std::_Any_data&, Math::ThreadPool::enqueue<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}>(Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2})::{lambda()#1}&&)
  0.26      5.14     0.02   393703     0.00     0.00  std::vector<Math::Matrix, std::allocator<Math::Matrix> >::begin() const
  0.26      5.16     0.02   299949     0.00     0.00  Math::Matrix* std::__uninitialized_default_n_1<false>::__uninit_default_n<Math::Matrix*, unsigned long>(Math::Matrix*, unsigned long)
  0.26      5.18     0.02   260247     0.00     0.00  Math::Matrix::operator*=(Math::Matrix const&)
  0.26      5.20     0.02   194172     0.00     0.00  Math::Matrix::hProd(Math::Matrix, Math::Matrix const&)
  0.26      5.22     0.02   101080     0.00     0.00  void std::deque<std::function<void ()>, std::allocator<std::function<void ()> > >::_M_push_back_aux<Math::ThreadPool::enqueue<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}>(Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2})::{lambda()#1}>(Math::ThreadPool::enqueue<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}>(Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2})::{lambda()#1}&&)
  0.26      5.24     0.02                             std::_Sp_counted_ptr_inplace<std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}, std::allocator<int>, void ()>, std::allocator<int>, (__gnu_cxx::_Lock_policy)2>::~_Sp_counted_ptr_inplace()
  0.26      5.26     0.02                             std::once_flag::_Prepare_execution::_Prepare_execution<std::call_once<void (std::__future_base::_State_baseV2::*)(std::function<std::unique_ptr<std::__future_base::_Result_base, std::__future_base::_Result_base::_Deleter> ()>*, bool*), std::__future_base::_State_baseV2*, std::function<std::unique_ptr<std::__future_base::_Result_base, std::__future_base::_Result_base::_Deleter> ()>*, bool*>(std::once_flag&, void (std::__future_base::_State_baseV2::*&&)(std::function<std::unique_ptr<std::__future_base::_Result_base, std::__future_base::_Result_base::_Deleter> ()>*, bool*), std::__future_base::_State_baseV2*&&, std::function<std::unique_ptr<std::__future_base::_Result_base, std::__future_base::_Result_base::_Deleter> ()>*&&, bool*&&)::{lambda()#1}>(void (std::__future_base::_State_baseV2::*&)(std::function<std::unique_ptr<std::__future_base::_Result_base, std::__future_base::_Result_base::_Deleter> ()>*, bool*))::{lambda()#1}::_FUN()
  0.20      5.28     0.01 21992229     0.00     0.00  Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}&& std::forward<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}>(std::remove_reference<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}>::type&)
  0.20      5.29     0.01 14211546     0.00     0.00  std::vector<double, std::allocator<double> >::operator[](unsigned long)
  0.20      5.30     0.01 14164397     0.00     0.00  double const* std::__niter_base<double const*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >)
  0.20      5.32     0.01  7147746     0.00     0.00  std::__future_base::_Result_base*& std::forward<std::__future_base::_Result_base*&>(std::remove_reference<std::__future_base::_Result_base*&>::type&)
  0.20      5.33     0.01  7061657     0.00     0.00  std::vector<double, std::allocator<double> >::begin() const
  0.20      5.35     0.01  5560921     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_Vector_base()
  0.20      5.37     0.01  5425038     0.00     0.00  std::mutex* std::__addressof<std::mutex>(std::mutex&)
  0.20      5.38     0.01  5050189     0.00     0.00  __gnu_cxx::__aligned_buffer<std::packaged_task<void ()> >::_M_ptr()
  0.20      5.39     0.01  3286582     0.00     0.00  std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::~_Sp_counted_base()
  0.20      5.41     0.01  3175478     0.00     0.00  std::__shared_ptr<std::__future_base::_State_baseV2, (__gnu_cxx::_Lock_policy)2>::~__shared_ptr()
  0.20      5.42     0.01  2385051     0.00     0.00  std::_Tuple_impl<0ul, std::__future_base::_Result_base*, std::__future_base::_Result_base::_Deleter>::_Tuple_impl<std::__future_base::_Result_base*&, std::__future_base::_Result_base::_Deleter, void>(std::__future_base::_Result_base*&, std::__future_base::_Result_base::_Deleter&&)
  0.20      5.44     0.01  2312872     0.00     0.00  Math::ThreadPool::enqueue<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}>(Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1})::{lambda()#1}::~future()
  0.20      5.46     0.01  1735133     0.00     0.00  std::queue<std::function<void ()>, std::deque<std::function<void ()>, std::allocator<std::function<void ()> > > >::pop()
  0.20      5.47     0.01  1697403     0.00     0.00  std::shared_ptr<std::packaged_task<void ()> >::shared_ptr(std::shared_ptr<std::packaged_task<void ()> > const&)
  0.20      5.49     0.01  1644240     0.00     0.00  std::packaged_task<void ()>::~packaged_task()
  0.20      5.50     0.01  1639796     0.00     0.00  std::_Sp_ebo_helper<0, std::allocator<std::packaged_task<void ()> >, true>::~_Sp_ebo_helper()
  0.20      5.51     0.01  1593605     0.00     0.00  std::__shared_ptr<std::__future_base::_State_baseV2, (__gnu_cxx::_Lock_policy)2>::__shared_ptr<std::__future_base::_Task_state_base<void ()>, void>(std::__shared_ptr<std::__future_base::_Task_state_base<void ()>, (__gnu_cxx::_Lock_policy)2> const&)
  0.20      5.53     0.01  1583888     0.00     0.00  std::shared_ptr<std::__future_base::_State_baseV2>::shared_ptr(std::shared_ptr<std::__future_base::_State_baseV2> const&)
  0.20      5.54     0.01  1543003     0.00     0.00  std::__basic_future<void>::__basic_future(std::shared_ptr<std::__future_base::_State_baseV2> const&)
  0.20      5.56     0.01  1443181     0.00     0.00  __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator+(long) const
  0.20      5.58     0.01  1438742     0.00     0.00  __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::__niter_wrap<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double*)
  0.20      5.59     0.01  1167853     0.00     0.00  void std::_Function_base::_Base_manager<Math::ThreadPool::enqueue<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}>(Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1})::{lambda()#1}>::_M_create<Math::ThreadPool::enqueue<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}>(Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1})::{lambda()#1}>(std::_Any_data&, Math::ThreadPool::enqueue<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}>(Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1})::{lambda()#1}&&, std::integral_constant<bool, false>)
  0.20      5.61     0.01  1166729     0.00     0.00  std::unique_ptr<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter> std::__invoke_impl<std::unique_ptr<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter>, std::__future_base::_Task_setter<std::unique_ptr<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter>, std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}, std::allocator<int>, void ()>::_M_run()::{lambda()#1}, void>&>(std::__invoke_other, std::__future_base::_Task_setter<std::unique_ptr<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter>, std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}, std::allocator<int>, void ()>::_M_run()::{lambda()#1}, void>&)
  0.20      5.62     0.01  1163219     0.00     0.00  std::__future_base::_Task_setter<std::unique_ptr<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter>, std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}, std::allocator<int>, void ()>::_M_run()::{lambda()#1}, void> const& std::_Any_data::_M_access<std::__future_base::_Task_setter<std::unique_ptr<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter>, std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}, std::allocator<int>, void ()>::_M_run()::{lambda()#1}, void> >() const
  0.20      5.63     0.01  1162959     0.00     0.00  std::_Function_base::_Base_manager<std::__future_base::_Task_setter<std::unique_ptr<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter>, std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}, std::allocator<int>, void ()>::_M_run()::{lambda()#1}, void> >::_M_get_pointer(std::_Any_data const&)
  0.20      5.65     0.01  1160388     0.00     0.00  void std::allocator_traits<std::allocator<std::packaged_task<void ()> > >::construct<std::packaged_task<void ()>, Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}>(std::allocator<std::packaged_task<void ()> >&, std::packaged_task<void ()>*, Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}&&)
  0.20      5.67     0.01  1160281     0.00     0.00  std::shared_ptr<std::packaged_task<void ()> >::shared_ptr<std::allocator<std::packaged_task<void ()> >, Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}>(std::_Sp_alloc_shared_tag<std::allocator<std::packaged_task<void ()> > >, Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}&&)
  0.20      5.68     0.01   559591     0.00     0.00  Math::ThreadPool::getPoolSize() const
  0.20      5.70     0.01   559555     0.00     0.00  __gnu_cxx::__enable_if<std::__is_scalar<double>::__value, void>::__type std::__fill_a1<double*, double>(double*, double*, double const&)
  0.20      5.71     0.01   559510     0.00     0.00  std::vector<double, std::allocator<double> >::vector(unsigned long, std::allocator<double> const&)
  0.20      5.72     0.01   105306     0.00     0.00  std::deque<std::function<void ()>, std::allocator<std::function<void ()> > >::_M_reserve_map_at_back(unsigned long)
  0.20      5.74     0.01                             _GLOBAL__sub_I__ZN10Activation7Sigmoid2fnEN4Math6MatrixE
  0.13      5.75     0.01 12671680     0.00     0.00  operator new(unsigned long, void*)
  0.13      5.76     0.01 11514948     0.00     0.00  std::_Tuple_impl<0ul, std::__future_base::_Result<void>*, std::__future_base::_Result_base::_Deleter>::_M_head(std::_Tuple_impl<0ul, std::__future_base::_Result<void>*, std::__future_base::_Result_base::_Deleter>&)
  0.13      5.77     0.01 11499939     0.00     0.00  std::__future_base::_Result<void>*& std::__get_helper<0ul, std::__future_base::_Result<void>*, std::__future_base::_Result_base::_Deleter>(std::_Tuple_impl<0ul, std::__future_base::_Result<void>*, std::__future_base::_Result_base::_Deleter>&)
  0.13      5.78     0.01  8355772     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_Vector_impl_data::_Vector_impl_data()
  0.13      5.79     0.01  8157253     0.00     0.00  Math::ThreadPool::enqueue<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}>(Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1})::{lambda()#1}&& std::forward<Math::ThreadPool::enqueue<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}>(Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1})::{lambda()#1}>(std::remove_reference<Math::ThreadPool::enqueue<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}>(Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1})::{lambda()#1}>::type&)
  0.13      5.80     0.01  7371176     0.00     0.00  std::__future_base::_Result_base*& std::__get_helper<0ul, std::__future_base::_Result_base*, std::__future_base::_Result_base::_Deleter>(std::_Tuple_impl<0ul, std::__future_base::_Result_base*, std::__future_base::_Result_base::_Deleter>&)
  0.13      5.81     0.01  6807381     0.00     0.00  std::allocator<int>::allocator(std::allocator<int> const&)
  0.13      5.82     0.01  6698503     0.00     0.00  std::remove_reference<std::__future_base::_Result_base*&>::type&& std::move<std::__future_base::_Result_base*&>(std::__future_base::_Result_base*&)
  0.13      5.83     0.01  6198286     0.00     0.00  __gnu_cxx::new_allocator<double>::deallocate(double*, unsigned long)
